step_length,position
11.069666324736094,11.069666324736094
10.341755743981532,21.411422068717627
10.856467657694006,32.26788972641163
1.3228576591006673,33.5907473855123
1.090283113529674,32.50046427198263
4.274471699578122,28.225992572404508
4.095794412667038,32.32178698507155
22.743876777908763,9.577910207162784
1.0825227503719073,10.660432957534692
2.84784009781436,7.812592859720332
1.0729762259625217,6.7396166337578105
2.971371491939327,3.7682451418184835
5.648146017896783,-1.8799008760782998
1.4724016226846133,-3.352302498762913
3.4266587555395915,-6.778961254302505
1.1662264194177352,-5.61273483488477
1.0959014508662386,-4.516833384018531
1.370504886350611,-3.1463284976679198
2.462554622071943,-5.608883119739863
1.5113228542698631,-7.1202059740097265
3.4812309406267556,-3.638975033382971
1.2505411432232383,-4.889516176606209
6.283770913107684,1.394254736501475
3.4112741182157986,4.805528854717274
1.9266758375193742,2.8788530171978994
1.517534087014592,1.3613189301833075
1.5735271459036002,2.9348460760869077
1.0801254016728858,4.014971477759794
1.196777172617841,5.2117486503776345
1.984407640271207,3.2273410101064277
1.4750328137578483,1.7523081963485794
3.540283673050027,5.292591869398606
2.030923523764982,7.323515393163588
1.2686203283112112,8.592135721474799
1.5857989286359588,10.177934650110757
1.8994355008087602,8.278499149301997
1.4103435982956531,6.8681555510063435
1.379762276475218,8.247917827481562
2.408284533437453,5.839633294044109
1.345744254292093,7.185377548336202
3.795068364445144,10.980445912781345
4.018320327138062,6.9621255856432835
2.956727043338385,4.005398542304898
1.075761032135155,5.081159574440053
3.1082737311810034,1.97288584325905
3.8741953431633878,-1.9013094999043378
3.071111817141756,-4.972421317046094
1.3231948063828858,-6.29561612342898
1.3784176226871043,-4.9171985007418755
1.1802613621530653,-3.73693713858881
1.4252731972184345,-5.162210335807244
1.0213647839387063,-6.18357511974595
1.1821755129993068,-5.001399606746643
3.724962723052256,-8.7263623297989
54.366941231312424,45.64057890151352
1.756877511823509,43.88370138969001
1.3284856727137013,42.555215716976306
1.488481174216377,44.04369689119268
1.4352545538678927,42.60844233732479
1.1384111967086832,41.47003114061611
2.9544873047417335,44.42451844535784
3.958435429031659,40.46608301632618
4.516824174546142,35.949258841780036
202.32651347314186,238.27577231492188
8.22074004463633,246.4965123595582
5.18031487185083,251.67682723140905
2.8391124393616365,254.51593967077068
1.8085477930485774,256.32448746381925
1.0454564206891048,257.36994388450836
2.6028390375595696,259.97278292206795
1.8615008807918458,261.8342838028598
4.517511888383137,257.31677191447665
7.5988854191037385,249.7178864953729
1.3938487624929643,251.11173525786586
1.051009069442798,252.16274432730864
2.5214200006000658,254.68416432790872
12.850971348329617,241.8331929795791
2.2729342015529674,239.56025877802614
8.422804811965015,247.98306358999116
2.1233918626000103,250.10645545259118
3.7210059472024875,246.3854495053887
1.3348020379591437,247.72025154334784
1.14387000080279,246.57638154254505
1.1531309783846075,245.42325056416044
1.1248866984268682,244.29836386573356
1.056195307971659,243.24216855776191
5.565535416413138,248.80770397417504
1.5661415746757261,247.24156239949932
1.4712777819830802,245.77028461751624
2.5471098763689013,248.31739449388513
1.2059497797844623,247.11144471410066
6.809321224540589,240.30212348956007
3.6398993837527867,243.94202287331285
1.3899144465457498,245.3319373198586
1.222125815803831,246.55406313566243
1.7006654391548832,244.85339769650756
1.3563955761593687,243.49700212034818
1.0786806768731902,244.57568279722136
1.6546008449683165,246.23028364218968
9.505575913617456,255.73585955580714
2.7424452168967344,252.9934143389104
21.810930115976436,231.18248422293397
7.740237138126465,223.4422470848075
3.0584005977384416,220.38384648706904
6.363639073584192,226.74748556065322
2.0687212930318593,228.8162068536851
2.909116003016188,225.9070908506689
1.4626046983178678,224.44448615235103
1.2448986634012487,223.1995874889498
8.541335556509438,214.65825193244035
1.1506223408684877,215.80887427330885
1.2067116252988939,217.01558589860775
1.363754745054387,218.37934064366215
2.631356203932717,221.01069684759486
1.5126136914828985,222.52331053907776
1.98274636231867,224.50605690139642
8.669220689873459,215.83683621152295
4.672621372972399,220.50945758449535
3.2260129384947103,223.73547052299006
1.1864313434612808,224.92190186645135
3.2851783302650106,228.20708019671636
1.57535135761794,229.7824315543343
1.1317482905606575,230.91417984489496
1.4909682156099024,229.42321162928505
1.0731062027938791,230.49631783207892
2.496987861671358,232.99330569375027
2.642371796208142,230.35093389754212
1.3421866459320844,231.6931205434742
1.0469083759484756,230.64621216752573
15.322317825947463,245.9685299934732
2.2429661399179763,243.72556385355523
4.428552537923791,248.15411639147902
1.423039228386202,249.57715561986524
5.346279312173978,244.23087630769126
5.1617280127119995,249.39260432040325
1.0976068066467206,250.49021112704997
228.5122163212992,21.977994805750768
1.9612777578667946,23.939272563617564
4.046120105369221,27.985392668986783
1.2759601469808206,26.70943252200596
2.674657531095246,24.034774990910716
1.3314159349059047,22.70335905600481
5.022585984608779,17.680773071396032
1.588953386618276,19.269726458014308
2.179503694073201,21.44923015208751
1.6956575037212054,19.753572648366305
2.124443851519713,17.629128796846594
1.6036799193517135,19.232808716198306
1.845949789466699,17.38685892673161
1.0291379514448311,18.41599687817644
4.891548795815648,13.524448082360792
12.300604264148678,25.82505234650947
1.7877530155519472,27.612805362061415
30.086883019543162,57.699688381604574
1.1830389345092558,56.51664944709532
16.194110211438627,40.32253923565669
1.4395843618556765,38.88295487380101
1.9516170008181075,36.9313378729829
11.438607903055587,48.36994577603849
1.1353317885520557,49.50527756459055
1.210441247006449,48.2948363175841
3.828712762855333,44.46612355472877
2.670802319588792,41.79532123513997
1.3337157445544305,43.129036979694405
1.5579304302156878,41.57110654947871
2.1166847144502663,39.45442183502845
6.684259149935979,32.77016268509247
1.4309240156122665,31.339238669480206
2.149133750539847,33.488372420020056
1.4250191046989933,34.913391524719046
